company,location,total_laid_off,date,percentage_laid_off,industry,source,notes
  Apple Inc  ,NYC,2603,2023/03/12,0.01,Finance,https://example.com/x1359,
UBER,SF Bay Area,3277,2024/07/30,0.16,Consumer,https://example.com/x78252,
Meta Platforms Inc,Remote,"11,776",2024-07-25,0.68,Finance,https://example.com/x81020,
"Uber Technologies, Inc.",  ,596,2023-07-23,0.85,Finance,https://example.com/x2163,
Amazon,Seattle,5568,22-Aug-2024,0.83,Other,https://example.com/x19770,
Meta,NYC,4080,2024/03/14,,Consumer,https://example.com/x98734,
  Apple Inc  ,Austin,787,"February 20, 2025",0.73,Finance,https://example.com/x89703,synthetic
Uber,Various,2467,2024/02/09,1.00,,https://example.com/x45634,
"Uber Technologies, Inc.",Remote,8864.0,10-Jan-2024,,,https://example.com/x52926,
Apple Inc.,Various,  8969  ,2024/10/15,0.87,Tech,https://example.com/x91299,
Apple Computer,SF Bay Area,9113,15-Oct-2024,,Consumer,https://example.com/x12393,
salesforce.com,Seattle,1365,29-Apr-2024,0.73,,https://example.com/x89379,
Salesforce,NYC,11,"March 19, 2025",0.10,Other,https://example.com/x46995,
Hooli Labs,NYC,46,2024-07-15,,Other,,no_mapping
LYFT,Remote,7347,"March 15, 2024",,Consumer,https://example.com/x74802,synthetic
"Meta Platforms, Inc.",Remote,5462.0,2023/07/10,,Finance,https://example.com/x6749,
"Lyft, Inc.",Various,8984,"January 23, 2025",0.56,,https://example.com/x37598,
"Lyft, Inc.",  ,2827,"May 25, 2023",,Other,https://example.com/x67554,synthetic
Apple Computer,Seattle,"7,378",2024-04-22,0.98,Consumer,https://example.com/x41782,
microsoft corp.,  ,7180.0,01/18/2023,0.09,Other,https://example.com/x62887,synthetic
APPLE INC,NYC,8390,2023/11/18,0.73,Finance,https://example.com/x46898,
amazon.com,Remote,5612,2024/01/30,0.17,,https://example.com/x6238,
Airbnb Inc.,Various,"4,508",07/16/2023,,Consumer,https://example.com/x88891,
Uber,Austin,8008,09-May-2023,,Tech,https://example.com/x29321,
Airbnb,SF Bay Area,"1,664",2023/08/30,0.27,,https://example.com/x77941,
Soylent Corp,NYC,358,12/19/2024,,Other,,no_mapping
amazon.com,Various,7249,2024/11/08,0.20,Other,https://example.com/x25955,
Uber,Remote,10158,2024/07/09,0.35,Tech,https://example.com/x1083,
  Meta Platforms  ,SF Bay Area,7518,01/07/2024,0.65,,https://example.com/x33599,synthetic
Lyft,Seattle,7400,01/29/2023,0.68,Consumer,https://example.com/x32426,
Microsoft Corporation,  ,"5,691",09-Apr-2023,0.61,Finance,https://example.com/x61185,
Google LLC,Seattle,6789,10-Aug-2023,0.01,Finance,https://example.com/x85148,
Hooli Labs,NYC,211,10-Jun-2023,,Other,,no_mapping
AMZN,  ,  11453  ,2023-06-06,0.03,Consumer,https://example.com/x13846,
Uber,Austin,1100.0,2025/01/26,0.03,Finance,https://example.com/x89128,
Microsoft Corporation,Various,"10,912",2025-01-31,,Consumer,https://example.com/x70131,synthetic
"Tesla, Inc.",Remote,N/A,2023/04/28,0.70,Other,https://example.com/x45793,
Alphabet Inc.,Austin,9723,"February 12, 2024",,Finance,https://example.com/x43952,
Tesla,Seattle,  11514  ,18-Sep-2023,,,https://example.com/x84177,synthetic
uber technologies,Remote,7914,2023-01-23,,Other,https://example.com/x39518,
ABNB,Seattle,6355,2023-01-23,,,https://example.com/x40916,
  Apple Inc  ,X,100,not-a-date,,Tech,,bad_date
"Uber Technologies, Inc.",SF Bay Area,1195,05-May-2024,0.14,Other,https://example.com/x42213,synthetic
Uber,  ,9580,2024/02/04,,Tech,https://example.com/x4215,
Uber,  ,2120,2024/04/02,0.40,Finance,https://example.com/x36266,
Microsoft Corporation,NYC,  8950  ,12-Dec-2023,0.57,Consumer,https://example.com/x77062,
tesla motors,Various,N/A,07-Dec-2024,,,https://example.com/x61017,
ABNB,Seattle,8538,"March 01, 2023",0.64,Other,https://example.com/x65304,
LYFT,Seattle,2122,08/03/2024,0.06,Other,https://example.com/x12500,
LYFT,Seattle,  1893  ,2024-08-18,,Tech,https://example.com/x89254,synthetic
LYFT,Various,"9,139",2025-03-10,0.58,Finance,https://example.com/x29756,synthetic
Alphabet Inc.,  ,4113,"January 02, 2024",0.49,Finance,https://example.com/x63680,synthetic
Tesla,SF Bay Area,11387,2025/03/21,0.83,Consumer,https://example.com/x51770,
 Tesla Inc ,NYC,  1311  ,"November 08, 2024",,Finance,https://example.com/x96519,
LYFT INC,Various,"4,843","March 13, 2024",0.71,Finance,https://example.com/x75481,
Alphabet Inc.,Various,"6,749",2025-01-25,,Consumer,https://example.com/x37280,
LYFT INC,Seattle,1560,"February 14, 2023",0.03,Tech,https://example.com/x52988,
"Uber Technologies, Inc.",Seattle,10902,2023-09-24,,Tech,https://example.com/x6403,synthetic
MSFT,  ,1316.0,"January 15, 2023",,Finance,https://example.com/x64351,
Salesforce Inc.,NYC,10289.0,12/24/2024,0.75,Consumer,https://example.com/x2950,
MSFT,X,100,not-a-date,,Tech,,bad_date
amazon.com,NYC,11955,"March 14, 2025",0.08,Tech,https://example.com/x53695,
Apple,NYC,  613  ,2024/11/24,,Tech,https://example.com/x11096,
Airbnb,Various,N/A,06/06/2023,,Tech,https://example.com/x26331,synthetic
Google LLC,NYC,9264,2024-08-23,0.20,Other,https://example.com/x51585,
 Tesla Inc ,Austin,"3,221","April 01, 2024",0.26,Consumer,https://example.com/x18381,
Meta,Various,4422,2024/11/10,0.87,Consumer,https://example.com/x59242,
Apple Computer,  ,"5,470",06/19/2024,0.52,Consumer,https://example.com/x2805,
LYFT,Various,1412.0,"July 10, 2024",0.34,Consumer,https://example.com/x78615,
UBER,Austin,  9246  ,22-Sep-2024,0.08,Other,https://example.com/x28785,
airbnb inc,Seattle,4500,17-Aug-2023,,,https://example.com/x89280,synthetic
  Meta Platforms  ,Seattle,5687.0,02/28/2025,,Finance,https://example.com/x11452,
Salesforce Inc.,NYC,10217,03/01/2025,0.30,Consumer,https://example.com/x39804,
Tesla,Remote,  8952  ,"February 07, 2023",,Other,https://example.com/x29431,
"Uber Technologies, Inc.",SF Bay Area,942,03/09/2024,,Finance,https://example.com/x75087,synthetic
meta platforms,  ,805,"January 02, 2023",0.05,Finance,https://example.com/x23400,
Airbnb,SF Bay Area,9145,2024/06/10,0.43,,https://example.com/x37102,
tesla motors,Various,11826,13-Dec-2024,0.31,,https://example.com/x34643,
Meta,  ,"8,187",2024/11/13,0.19,Other,https://example.com/x83703,
MICROSOFT CORP,Remote,7755.0,02/12/2023,,Tech,https://example.com/x87137,
"Airbnb, Inc.",Austin,4282,08/07/2023,,Consumer,https://example.com/x78099,synthetic
Tesla,Remote,  11600  ,2023/02/16,0.59,Consumer,https://example.com/x71736,
ABNB,SF Bay Area,9760,"September 18, 2023",,Tech,https://example.com/x90666,
  Apple Inc  ,NYC,4617.0,02/13/2024,,Consumer,https://example.com/x127,
airbnb inc,Remote,2146,2025-02-25,0.95,,https://example.com/x12583,
TESLA,  ,961,10-Dec-2023,0.71,Other,https://example.com/x3566,
META,Remote,522,"February 11, 2025",,Other,https://example.com/x34048,synthetic
amazon.com,Various,N/A,2023-09-12,0.99,Consumer,https://example.com/x87892,
Alphabet,Various,  7498  ,"July 30, 2023",0.06,Finance,https://example.com/x75169,
Google LLC,Remote,11808,"September 09, 2023",0.46,Tech,https://example.com/x99845,
uber technologies,Remote,2191,"February 10, 2025",0.20,Other,https://example.com/x28777,
Airbnb,  ,"3,320","June 10, 2024",0.48,Finance,https://example.com/x584,
uber technologies,NYC,2144.0,"October 16, 2024",0.51,Tech,https://example.com/x74135,synthetic
Amazon,Austin,"11,165",04-Sep-2023,,Consumer,https://example.com/x58150,
Meta Platforms Inc,Remote,6037,09/21/2024,0.01,Other,https://example.com/x64993,
Uber,Seattle,7849.0,17-Nov-2023,,Other,https://example.com/x25528,
CRM,  ,  709  ,2025/02/27,,Finance,https://example.com/x81790,
Uber,Austin,1299,2023/11/01,0.16,,https://example.com/x91643,
Alphabet,SF Bay Area,N/A,"January 26, 2023",,,https://example.com/x65121,synthetic
META,Various,9154,08-Oct-2024,0.73,Tech,https://example.com/x88922,synthetic
UBER,NYC,"2,110",2023-07-09,,Consumer,https://example.com/x25685,synthetic
tesla motors,Various,"10,066",07-Dec-2024,,,https://example.com/x61017,
Meta Platforms Inc,NYC,10210,2024-08-27,,Finance,https://example.com/x67179,synthetic
Microsoft Corporation,  ,1419,"November 27, 2023",,Other,https://example.com/x92396,
Microsoft Corporation,Various,  8644  ,2024-06-19,,Tech,https://example.com/x23026,synthetic
MSFT,Austin,11064,"September 15, 2023",0.35,Tech,https://example.com/x33047,
Globex Industries,NYC,56,"June 23, 2024",,Other,,no_mapping
Google,X,100,not-a-date,,Tech,,bad_date
Hooli Labs,NYC,223,"March 05, 2023",,Other,,no_mapping
Microsoft Corporation,Austin,  6247  ,"April 20, 2023",0.71,Finance,https://example.com/x7865,
Apple Computer,Remote,  7823  ,2024/01/27,0.40,,https://example.com/x28148,synthetic
Apple Inc.,Remote,8851,10-Apr-2023,0.50,Tech,https://example.com/x89182,synthetic
Salesforce,Various,N/A,02/05/2023,,Tech,https://example.com/x28919,
apple inc.,NYC,"5,787",2024/11/20,0.67,,https://example.com/x31626,
TESLA,NYC,  10838  ,"July 07, 2024",,Finance,https://example.com/x80852,synthetic
CRM,SF Bay Area,10977,2023-02-03,0.94,Tech,https://example.com/x47196,synthetic
Airbnb Inc.,NYC,"8,750",2023/02/22,0.95,Consumer,https://example.com/x94000,
tesla motors,Austin,  10379  ,2023/06/27,0.88,Other,https://example.com/x74751,
"Uber Technologies, Inc.",NYC,  3263  ,2023/01/09,0.33,,https://example.com/x35366,
UBER,Austin,  8048  ,2023-04-26,0.13,Other,https://example.com/x66951,
CRM,Austin,4558,05/25/2023,0.64,Consumer,https://example.com/x34148,synthetic
salesforce.com,SF Bay Area,3363,04-Jun-2024,0.56,Finance,https://example.com/x80276,
Airbnb Inc.,Remote,1470,2023-02-04,,,https://example.com/x67537,
 Tesla Inc ,Seattle,7909,2025/03/15,0.57,,https://example.com/x49940,
airbnb inc,Various,"2,214","September 30, 2023",0.94,,https://example.com/x50637,synthetic
CRM,SF Bay Area,"2,194",2025-01-08,0.95,Consumer,https://example.com/x61246,synthetic
salesforce.com,  ,4250,20-May-2024,0.53,Consumer,https://example.com/x71625,
Soylent Corp,NYC,282,2024-07-15,,Other,,no_mapping
Apple,Remote,11464,2024-07-27,,,https://example.com/x70914,
"Lyft, Inc.",Various,"8,352",2023-10-18,0.34,Other,https://example.com/x5172,
AMZN,Seattle,  4808  ,2024-04-09,0.14,Tech,https://example.com/x6904,
Airbnb Inc.,Seattle,8972,26-Sep-2024,0.73,,https://example.com/x12925,synthetic
 Tesla Inc ,NYC,6695,02/01/2025,0.02,Other,https://example.com/x42642,
TESLA,NYC,  8508  ,03/14/2024,,Tech,https://example.com/x2378,
tesla motors,Seattle,126,"May 24, 2024",,Consumer,https://example.com/x69998,
Salesforce,Remote,"5,258",09/11/2024,0.72,,https://example.com/x27022,
Google LLC,Seattle,7189,2023/10/30,,Tech,https://example.com/x18173,synthetic
AMAZON.COM,Various,"8,043",2024-06-30,0.91,Tech,https://example.com/x90875,
LYFT,  ,7310,10/20/2023,0.50,Consumer,https://example.com/x9383,
Meta,Remote,3052,2023-07-17,0.62,Other,https://example.com/x60817,
Globex Industries,NYC,94,"October 07, 2024",,Other,,no_mapping
Apple,SF Bay Area,  11171  ,10/23/2023,,,https://example.com/x16164,synthetic
"Tesla, Inc.",Seattle,9883,2024/07/19,0.89,Consumer,https://example.com/x87507,
Apple,  ,"8,050",2024/11/27,,Finance,https://example.com/x29963,
salesforce.com,  ,3838,"August 23, 2023",0.14,,https://example.com/x18622,
AMZN,  ,"5,713","March 12, 2023",0.58,Finance,https://example.com/x85586,
uber technologies,  ,3600,2023/08/20,0.05,,https://example.com/x18718,
Uber,Seattle,"6,227",2023-02-06,0.42,Consumer,https://example.com/x85178,
Microsoft Corporation,NYC,6496,2023/03/16,,,https://example.com/x54463,
  Apple Inc  ,Seattle,"7,941",2024/05/04,0.65,Finance,https://example.com/x23598,
Tesla,Seattle,6894,11/26/2024,0.93,Tech,https://example.com/x31363,
ABNB,  ,3712.0,"June 11, 2024",0.90,Other,https://example.com/x68922,
Alphabet,SF Bay Area,  3364  ,2024-04-24,0.35,Other,https://example.com/x32902,
"Tesla, Inc.",Seattle,N/A,16-Mar-2025,0.01,Finance,https://example.com/x48504,
"Tesla, Inc.",  ,2482,"October 02, 2024",,,https://example.com/x88831,
AMZN,Various,3030,2023-10-02,,Tech,https://example.com/x30105,
Google,Austin,11966,2024/10/23,,Other,https://example.com/x48261,
Uber,SF Bay Area,4243,04-Jan-2023,0.11,Consumer,https://example.com/x53436,synthetic
"Tesla, Inc.",  ,7533.0,03-Jul-2024,,Other,https://example.com/x54193,
AMAZON.COM,Various,3771.0,2023-07-17,,,https://example.com/x19805,synthetic
Apple,Remote,3905,2024-12-30,0.31,,https://example.com/x45975,
salesforce.com,Various,6754,24-Aug-2023,0.87,Other,https://example.com/x1871,
"Lyft, Inc.",SF Bay Area,2449,2024-12-04,0.27,Tech,https://example.com/x2924,
TESLA,Remote,1307,2024/04/13,,Tech,https://example.com/x98003,
TESLA,Remote,"8,081",2024-05-10,0.37,,https://example.com/x57959,
amazon.com,  ,1554,30-Mar-2024,,,https://example.com/x62860,
Lyft,Various,1786,04/10/2024,0.18,Other,https://example.com/x33078,
Apple Inc.,Remote,11549,2023/11/12,,Finance,https://example.com/x30858,
"Airbnb, Inc.",SF Bay Area,"1,682","March 18, 2023",0.98,,https://example.com/x45403,synthetic
Apple,Austin,6359,"March 21, 2023",0.62,Other,https://example.com/x68650,synthetic
APPLE INC,NYC,1319.0,06/07/2023,0.90,Tech,https://example.com/x9765,synthetic
Globex Industries,NYC,457,08-Jun-2023,,Other,,no_mapping
amazon.com,Austin,  1489  ,"June 18, 2024",0.79,Other,https://example.com/x45985,
Meta,Remote,N/A,2024/11/04,,Tech,https://example.com/x70556,
LYFT,Remote,"8,445",29-Nov-2024,,,https://example.com/x20275,
 Tesla Inc ,Seattle,"10,999",2023-08-24,,Tech,https://example.com/x35355,
salesforce.com,  ,"8,104",2024/04/24,0.73,,https://example.com/x39492,
Alphabet Inc.,Various,11296,01-Jan-2025,0.60,,https://example.com/x16642,
  Meta Platforms  ,Austin,  1855  ,04-Jun-2024,0.54,Consumer,https://example.com/x31709,
Microsoft Corporation,  ,4945,04/16/2024,0.43,Tech,https://example.com/x62253,
Apple Computer,NYC,8291,11/04/2024,,Tech,https://example.com/x90988,synthetic
Alphabet,Seattle,"11,571",2024-03-24,0.50,Consumer,https://example.com/x55990,synthetic
AMAZON.COM,NYC,3289,25-Jun-2024,,Finance,https://example.com/x14843,
google llc,Various,9767,10/27/2024,0.55,Consumer,https://example.com/x53084,synthetic
META PLATFORMS,Seattle,"8,118",2023-08-27,,Tech,https://example.com/x45026,
  Meta Platforms  ,Seattle,683,28-Jan-2023,,Finance,https://example.com/x160,
APPLE INC,  ,7833,08/17/2023,,,https://example.com/x97937,
Microsoft Corporation,SF Bay Area,"9,530",07/15/2023,,Other,https://example.com/x82204,
ABNB,NYC,  2961  ,2024-11-19,,Other,https://example.com/x26293,
meta platforms,  ,2267,2024/03/21,0.75,Tech,https://example.com/x37566,
meta platforms,Seattle,243,04-Oct-2024,0.12,Consumer,https://example.com/x46136,
Tesla,Remote,4316,23-Jan-2024,0.29,Other,https://example.com/x15484,
Google,Seattle,"2,748","March 11, 2024",,Consumer,https://example.com/x54439,
tesla motors,Various,1635,2024-02-17,,Finance,https://example.com/x21009,
CRM,  ,N/A,2023-02-06,0.40,Tech,https://example.com/x12882,
LYFT INC,Remote,  4591  ,10-Aug-2023,,Other,https://example.com/x76795,
Google,SF Bay Area,7388,"December 24, 2024",,,https://example.com/x16231,
"Tesla, Inc.",Seattle,  7990  ,2023-05-17,0.82,Consumer,https://example.com/x50636,
Google LLC,Various,N/A,"October 03, 2023",0.27,Other,https://example.com/x46331,
"Tesla, Inc.",Seattle,  5089  ,01/22/2024,,,https://example.com/x73952,
apple inc.,Seattle,10367,07/04/2024,0.80,,https://example.com/x63590,synthetic
salesforce.com,NYC,3555.0,"March 26, 2023",0.18,Tech,https://example.com/x78110,
google llc,Seattle,9722,"January 08, 2023",0.35,Tech,https://example.com/x19181,
meta platforms,NYC,8284,02-Feb-2023,,Tech,https://example.com/x92417,synthetic
ABNB,NYC,3959.0,2023-07-13,0.79,Consumer,https://example.com/x23079,
MSFT,Seattle,N/A,2024/12/03,0.89,,https://example.com/x59344,
Amazon.com Inc.,SF Bay Area,  2629  ,2024-04-12,0.41,Tech,https://example.com/x28053,
google llc,Austin,"3,453",2024-10-21,0.14,Consumer,https://example.com/x91595,
META PLATFORMS,SF Bay Area,6642,11/12/2024,,,https://example.com/x40089,synthetic
MSFT,SF Bay Area,  983  ,2024/01/28,,Other,https://example.com/x44220,
Globex Industries,NYC,478,13-Apr-2023,,Other,,no_mapping
microsoft corp.,NYC,11052,"April 03, 2024",0.76,Consumer,https://example.com/x16725,
"Lyft, Inc.",Seattle,  11608  ,03/20/2024,0.95,,https://example.com/x24150,
uber technologies,NYC,  4530  ,2023/08/31,0.51,Finance,https://example.com/x57762,
MICROSOFT CORP,  ,"1,410",07/11/2024,0.09,Consumer,https://example.com/x2569,
Amazon,NYC,4928,2023-12-25,,Tech,https://example.com/x81377,
Amazon,  ,8762,"October 04, 2023",0.61,Other,https://example.com/x72855,synthetic
Alphabet Inc.,NYC,3679.0,29-Dec-2024,,,https://example.com/x13146,synthetic
uber technologies,Seattle,10426,11/05/2024,0.25,Finance,https://example.com/x95495,
Apple Computer,Seattle,3128.0,02/14/2023,,,https://example.com/x11346,synthetic
AMZN,Austin,"10,261",2023/04/09,0.76,Consumer,https://example.com/x61137,
Amazon,SF Bay Area,N/A,10-Sep-2024,0.15,Finance,https://example.com/x18418,
Microsoft Corporation,NYC,11280,13-Aug-2024,0.27,Other,https://example.com/x73139,
Google,Various,2535,2023-07-06,0.28,,https://example.com/x20768,
MICROSOFT CORP,Austin,  3159  ,2024-12-09,0.77,Tech,https://example.com/x63407,
Soylent Corp,NYC,36,2023-03-19,,Other,,no_mapping
LYFT INC,Seattle,8906,2023/09/10,0.55,,https://example.com/x40222,synthetic
"Uber Technologies, Inc.",Seattle,"10,710",2023/04/26,,,https://example.com/x35303,
AMZN,Remote,"11,670",12/22/2023,,Tech,https://example.com/x68743,synthetic
"Meta Platforms, Inc.",Seattle,N/A,05/14/2023,,Tech,https://example.com/x87825,
  Meta Platforms  ,SF Bay Area,N/A,2023/01/11,,Finance,https://example.com/x59056,
Microsoft Corporation,Austin,"10,383",2024-05-28,0.49,Tech,https://example.com/x53996,
 Tesla Inc ,Austin,9621,17-Apr-2023,,Tech,https://example.com/x79500,synthetic
Tesla,SF Bay Area,11478.0,01/07/2024,0.60,Consumer,https://example.com/x69783,
Apple Inc.,Remote,6256.0,2024/03/13,,Tech,https://example.com/x5552,
APPLE INC,NYC,N/A,03-Apr-2024,0.38,Tech,https://example.com/x32936,
Globex Industries,NYC,432,"February 14, 2024",,Other,,no_mapping
GOOGL,X,100,not-a-date,,Tech,,bad_date
"Airbnb, Inc.",X,100,not-a-date,,Tech,,bad_date
Soylent Corp,NYC,441,03/16/2024,,Other,,no_mapping
META PLATFORMS,NYC,"10,851",2023-09-23,,,https://example.com/x3648,synthetic
uber technologies,  ,  664  ,2023-03-25,,Finance,https://example.com/x88445,
apple inc.,NYC,2819,26-Feb-2025,,Tech,https://example.com/x39753,synthetic
Airbnb,Various,  5368  ,18-Feb-2024,0.56,Finance,https://example.com/x1253,synthetic
Alphabet,Remote,N/A,"June 14, 2024",,,https://example.com/x24011,synthetic
LYFT,  ,6701,"November 04, 2024",0.19,,https://example.com/x75052,
UBER,  ,  5821  ,18-Oct-2023,0.06,,https://example.com/x68515,
UBER,  ,"11,215",06/10/2023,0.98,,https://example.com/x25349,synthetic
Microsoft Corporation,Remote,"3,310",2023-02-04,,Consumer,https://example.com/x41980,
Amazon.com Inc.,NYC,9797,"June 11, 2024",0.37,Consumer,https://example.com/x56936,
Salesforce Inc.,Austin,  8995  ,18-May-2023,,Finance,https://example.com/x76160,synthetic
Airbnb Inc.,Remote,N/A,2024-03-01,,Finance,https://example.com/x40974,synthetic
APPLE INC,Remote,4796,"December 08, 2024",,Finance,https://example.com/x51803,synthetic
MSFT,SF Bay Area,5309.0,"May 07, 2023",0.23,Tech,https://example.com/x1308,
Initech Solutions,NYC,261,"April 30, 2023",,Other,,no_mapping
MSFT,Various,  10168  ,2023/05/28,,Other,https://example.com/x92953,
MSFT,Seattle,7430,"August 13, 2024",0.92,Finance,https://example.com/x25133,
Amazon.com Inc.,SF Bay Area,6205.0,22-Jul-2024,,,https://example.com/x16703,
Salesforce Inc.,Remote,9043.0,02/03/2024,,Finance,https://example.com/x10174,
Apple Computer,SF Bay Area,"2,359","July 25, 2024",0.57,,https://example.com/x17381,
Hooli Labs,NYC,243,20-Nov-2024,,Other,,no_mapping
Salesforce,Various,4185.0,2024/01/06,,Finance,https://example.com/x59614,
Apple Computer,SF Bay Area,9959,2024/07/02,,Other,https://example.com/x94321,
meta platforms,Austin,5744.0,2024/07/22,0.45,Finance,https://example.com/x32148,
Apple Computer,Various,  11364  ,2024-03-17,,Tech,https://example.com/x49011,
"Lyft, Inc.",SF Bay Area,11771,"April 12, 2023",,Finance,https://example.com/x44376,
Meta Platforms Inc,NYC,  3932  ,"June 12, 2024",,Tech,https://example.com/x43761,synthetic
microsoft corp.,X,100,not-a-date,,Tech,,bad_date
GOOGL,Remote,6924.0,2023/12/20,,Consumer,https://example.com/x29979,synthetic
amazon.com,Austin,10579,"July 13, 2024",,Other,https://example.com/x16101,synthetic
ABNB,  ,3168,"March 11, 2025",0.37,Consumer,https://example.com/x20595,
GOOGL,NYC,"6,257",09-Mar-2025,,Other,https://example.com/x23006,synthetic
Airbnb,Seattle,4008,03-Jun-2023,,,https://example.com/x58274,
MSFT,NYC,"11,360",10/01/2023,0.92,Finance,https://example.com/x47275,
uber technologies,  ,1745,2023-04-11,,,https://example.com/x52749,
Globex Industries,NYC,449,20-Dec-2024,,Other,,no_mapping
uber technologies,Seattle,  805  ,05/08/2023,0.69,Consumer,https://example.com/x66396,
Hooli Labs,NYC,327,"August 19, 2023",,Other,,no_mapping
"Tesla, Inc.",NYC,6446,2024-01-21,0.68,,https://example.com/x74768,synthetic
Apple,Various,10622,"October 15, 2024",0.73,,https://example.com/x66222,
MICROSOFT CORP,Remote,94,08/16/2023,0.19,Tech,https://example.com/x94078,synthetic
Apple Inc.,Austin,10493,2024/02/14,0.78,Other,https://example.com/x49617,
Amazon,Austin,  7538  ,"October 19, 2023",0.03,Finance,https://example.com/x93118,synthetic
TESLA,Austin,  3627  ,2025-02-20,0.44,Consumer,https://example.com/x41855,
uber technologies,Remote,9672,05/11/2023,0.87,Tech,https://example.com/x81504,
MSFT,Various,  418  ,2023-08-08,,Consumer,https://example.com/x74443,synthetic
Tesla,Remote,522,08/29/2023,0.32,Finance,https://example.com/x39897,
APPLE INC,Various,3747.0,2025-02-06,0.62,Consumer,https://example.com/x84256,synthetic
Initech Solutions,NYC,140,"January 17, 2024",,Other,,no_mapping
APPLE INC,Austin,11031,"September 09, 2024",0.42,Consumer,https://example.com/x87394,
MSFT,Seattle,  8352  ,2023-04-20,0.45,,https://example.com/x40898,
TESLA,Austin,11903.0,2024/02/14,0.40,Finance,https://example.com/x59268,
airbnb inc,Austin,"1,564",2023/07/06,,,https://example.com/x16025,synthetic
Amazon.com Inc.,SF Bay Area,8793,06-Jan-2025,,,https://example.com/x78076,synthetic
airbnb inc,Various,"10,393","February 24, 2025",0.06,,https://example.com/x27366,
Uber,SF Bay Area,7901,08/28/2024,0.90,Consumer,https://example.com/x17341,
  Meta Platforms  ,Various,70,2023/02/23,0.82,Other,https://example.com/x66203,synthetic
salesforce.com,Seattle,10252,10-Jun-2024,,,https://example.com/x31788,synthetic
LYFT,Seattle,"1,870",2024-08-18,,Tech,https://example.com/x89254,synthetic
META,Various,7844,05/12/2024,0.43,Other,https://example.com/x82465,synthetic
"Lyft, Inc.",Remote,"5,684",16-Apr-2024,0.97,Finance,https://example.com/x64230,
Globex Industries,NYC,362,"February 12, 2023",,Other,,no_mapping
"Tesla, Inc.",Various,  2467  ,11/03/2024,,Other,https://example.com/x64569,
Salesforce,Remote,  496  ,25-Jan-2024,0.70,Consumer,https://example.com/a8,
Apple,Various,  10616  ,"October 15, 2024",0.73,,https://example.com/x66222,
 Tesla Inc ,Austin,N/A,2024/03/18,,Consumer,https://example.com/x24151,synthetic
Uber,SF Bay Area,"4,260",04-Jan-2023,0.11,Consumer,https://example.com/x53436,synthetic
"Lyft, Inc.",Remote,  11711  ,2025/02/02,,Other,https://example.com/x29845,synthetic
Apple Inc.,Austin,4279,10-Feb-2025,0.16,Other,https://example.com/x49158,
uber technologies,Various,3052.0,01/15/2025,0.55,Tech,https://example.com/x38929,
GOOGL,Seattle,N/A,03/29/2024,,Consumer,https://example.com/x8864,synthetic
uber technologies,SF Bay Area,  603  ,19-Aug-2023,0.76,,https://example.com/x46933,
AMAZON.COM,NYC,1495,2023/11/01,0.36,Finance,https://example.com/x75891,
UBER,Remote,8707,2024-12-09,,Finance,https://example.com/x87977,
"Lyft, Inc.",  ,6754.0,"May 25, 2023",0.01,,https://example.com/x53630,
Google,SF Bay Area,7665,2023-03-07,0.40,Tech,https://example.com/x10729,
AMAZON.COM,Various,9705,03/12/2023,0.10,Tech,https://example.com/x23715,
tesla motors,SF Bay Area,8219.0,11/16/2024,,Consumer,https://example.com/x66660,
LYFT INC,SF Bay Area,"6,557",2025/03/19,0.22,,https://example.com/x65564,
Salesforce,NYC,10288,05-Feb-2024,,Consumer,https://example.com/x23854,synthetic
salesforce.com,NYC,2645,"January 25, 2025",0.18,,https://example.com/x2315,
Google LLC,NYC,7333,2023-08-23,0.66,,https://example.com/x18652,
Lyft,Seattle,8823,21-Jun-2023,,Finance,https://example.com/x97730,synthetic
Hooli Labs,NYC,484,03/21/2025,,Other,,no_mapping
Tesla,Various,"6,222","February 08, 2023",0.26,Consumer,https://example.com/x70169,synthetic
UBER,NYC,N/A,"January 23, 2024",0.81,Other,https://example.com/x32836,
amazon.com,NYC,7038,15-Oct-2024,,Other,https://example.com/x33595,
Apple Inc.,NYC,"7,314","December 17, 2023",0.13,Tech,https://example.com/x85626,synthetic
"Lyft, Inc.",  ,1157,02/27/2024,,Consumer,https://example.com/x15263,synthetic
"Lyft, Inc.",Remote,1826,"July 03, 2024",0.40,Other,https://example.com/x73432,
AMAZON.COM,Remote,"9,229",2023-08-16,0.53,Other,https://example.com/x24791,synthetic
Salesforce,X,100,not-a-date,,Tech,,bad_date
AMZN,Austin,4718,2024/06/18,,Finance,https://example.com/x90011,synthetic
"Airbnb, Inc.",  ,9301,14-May-2023,,Tech,https://example.com/x58913,
meta platforms,SF Bay Area,8994.0,"November 12, 2023",0.14,Tech,https://example.com/x14528,
tesla motors,Remote,5748,14-Mar-2024,0.10,Consumer,https://example.com/x91006,
tesla motors,Austin,7248,2024/08/12,0.15,Tech,https://example.com/x30032,
meta platforms,Various,  7598  ,2023/07/14,0.82,Other,https://example.com/x55885,
Uber,  ,  4879  ,2024-01-16,0.48,Consumer,https://example.com/x57011,
Salesforce,Various,10343,2024/08/03,0.61,Tech,https://example.com/x93371,
Google,  ,522,05/03/2023,0.26,Consumer,https://example.com/x97652,synthetic
MSFT,Austin,8022,2024/04/17,0.43,,https://example.com/x13275,
CRM,Remote,N/A,2024-09-05,0.89,Other,https://example.com/x5523,
